Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
14331-OTT,Female,46,Yes,Ottawa,14,30,Deal 4,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.4,198.1,0,0,99,297.1,Stayed,,
76357-MIS,Female,46,No,Mississauga,5,33,,No,,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,1098.85,0,0,0,1098.85,Stayed,,
77938-CHA,Female,19,No,Charlottetown,14,11,,No,,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,57.8,4039.3,1.01,0,0,4038.29,Stayed,,
81013-HAL,Male,51,Yes,Halifax,3,29,Deal 3,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84.3,2438.6,0,130,741.9,3310.5,Stayed,,
17799-MIS,Male,21,No,Mississauga,10,10,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,7113.75,16.99,0,2012.14,9108.9,Stayed,,
46189-TOR,Female,30,No,Toronto,13,6,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.8,576.65,0,0,294.3,870.95,Stayed,,
62148-KEL,Male,21,Yes,Kelowna,1,1,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,371.9,0,0,115.08,486.98,Churned,Competitor,Competitor made better offer
31049-CAL,Female,61,No,Calgary,7,8,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.85,167.3,0,0,28.28,195.58,Churned,Competitor,Competitor made better offer
11340-KEL,Female,21,No,Kelowna,8,7,,Yes,No,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,19.95,219.5,0,0,78.6,298.1,Stayed,,
41758-MCT,Male,70,No,Moncton,10,15,Deal 5,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.35,273.4,0,0,145.6,419,Stayed,,
63633-VAN,Male,65,Yes,Vancouver,11,24,Deal 2,No,,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,48.8,2555.05,0,0,0,2555.05,Stayed,,
74023-KEL,Female,20,Yes,Kelowna,6,11,,Yes,Yes,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,0,0,110.05,333.2,Churned,Competitor,Competitor made better offer
14575-TOR,Male,35,No,Toronto,14,1,Deal 5,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.15,165.5,0,0,22.96,188.46,Stayed,,
79168-MIS,Female,78,No,Mississauga,2,10,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.3,89.3,0,0,47.82,137.12,Joined,,
66712-SAS,Female,47,Yes,Saskatoon,6,33,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,235.05,0,0,41.16,276.21,Joined,,
72939-SAS,Male,35,No,Saskatoon,4,32,Deal 4,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.55,1144.6,0,0,225.15,1369.75,Stayed,,
57115-MCT,Female,56,Yes,Moncton,6,18,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,4908.25,0,0,263.52,5171.77,Stayed,,
68244-CAL,Male,77,Yes,Calgary,13,26,Deal 2,No,,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,2298.9,0,0,0,2298.9,Stayed,,
22915-TOR,Female,41,Yes,Toronto,10,23,,No,,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,3789.2,0,0,0,3789.2,Stayed,,
32554-OTT,Male,28,No,Ottawa,0,21,,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,75.9,0,0,44.56,120.46,Churned,Competitor,Competitor made better offer
69435-CHA,Female,20,Yes,Charlottetown,4,6,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.2,4765,0,0,917.4,5682.4,Stayed,,
76712-STJ,Female,42,No,St. John's,12,2,,No,,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,45,2196.3,0,0,0,2196.3,Stayed,,
65631-HAL,Female,50,No,Halifax,15,7,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.55,85.55,0,0,33.34,118.89,Churned,Other,Moved
86508-MIS,Male,50,No,Mississauga,8,7,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,1444.65,0,0,733.95,2178.6,Churned,Competitor,Competitor had better devices
87360-TOR,Female,64,No,Toronto,4,9,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.65,5405.8,0,0,1728.5,7134.3,Stayed,,
46487-VAN,Female,20,No,Vancouver,3,1,Deal 1,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.7,6339.3,0,0,2430,8769.3,Stayed,,
38198-RIC,Female,32,No,Richmond,9,26,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,84.25,3847.6,0,100,1990.42,5938.02,Stayed,,
75857-TOR,Female,38,No,Toronto,10,24,,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.65,6733,0,0,2160,8893,Stayed,,
53815-MCT,Female,36,No,Moncton,2,4,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.7,19.7,0,0,34.28,53.98,Joined,,
34110-TOR,Female,20,Yes,Toronto,6,3,,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.1,50.1,0,0,29.13,79.23,Joined,,
32391-MCT,Male,64,Yes,Moncton,13,29,Deal 1,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,92.45,6140.85,0,0,172.19,6313.04,Stayed,,
12266-HAM,Female,46,No,Hamilton,2,5,,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.65,3870.3,0,0,429.12,4299.42,Stayed,,
97111-VAN,Female,21,Yes,Vancouver,12,12,,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.9,7624.2,0,0,3017.52,10641.72,Stayed,,
83158-CAL,Male,65,Yes,Calgary,1,32,Deal 2,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,81.4,4354.45,0,0,2149.68,6504.13,Stayed,,
67464-VAN,Female,40,No,Vancouver,13,15,Deal 1,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,50.55,3431.75,0,0,3142.3,6574.05,Stayed,,
81184-MCT,Male,60,No,Moncton,9,36,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,2227.1,0,0,471.8,2698.9,Churned,Competitor,Competitor had better devices
54671-SUR,Female,27,Yes,Surrey,6,22,Deal 3,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.45,2045.55,0,0,1064.96,3110.51,Stayed,,
73571-OTT,Male,77,No,Ottawa,14,20,,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,1929.35,0,0,189.54,2118.89,Churned,Attitude,Attitude of support person
12056-MON,Male,27,No,Montreal,2,20,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.4,268.45,0,0,94.44,362.89,Joined,,
73101-KEL,Male,21,Yes,Kelowna,4,3,Deal 5,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,181.5,0,0,80.86,262.36,Churned,Competitor,Competitor made better offer
84766-MIS,Female,53,No,Mississauga,9,2,,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,651.4,0,0,319.41,970.81,Churned,Competitor,Competitor made better offer
33497-HAM,Female,51,Yes,Hamilton,14,1,Deal 2,Yes,Yes,Yes,Cable,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.5,3486.65,0,0,2224.5,5711.15,Stayed,,
95107-RIC,Female,47,Yes,Richmond,11,36,,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,20.1,1389.6,0,0,2203.13,3592.73,Stayed,,
57610-KEL,Female,79,No,Kelowna,2,24,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,2303.35,0,0,1514.88,3818.23,Churned,Attitude,Attitude of support person
71415-RIC,Female,53,Yes,Richmond,1,23,Deal 4,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.7,1522.7,0,0,436.32,1959.02,Stayed,,
28330-SAS,Female,40,No,Saskatoon,0,30,Deal 1,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,6717.9,0,0,1191.93,7909.83,Stayed,,
43171-TOR,Male,41,No,Toronto,1,7,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.3,8058.55,0,0,1147.68,9206.23,Stayed,,
57568-RIC,Female,39,No,Richmond,14,15,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.75,58.85,0,0,73.89,132.74,Churned,Attitude,Attitude of support person
12377-MIS,Female,18,No,Mississauga,15,2,,Yes,Yes,No,,,,,,,,,,One Year,No,Credit Card,24.35,538.5,0,0,1104.46,1642.96,Stayed,,
63614-MON,Female,58,No,Montreal,3,23,,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.85,5102.35,25.24,0,2042.64,7119.75,Stayed,,
78895-HAM,Male,24,Yes,Hamilton,12,4,Deal 5,No,,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,-3,465.7,0,0,0,465.7,Stayed,,
54667-WIN,Male,51,Yes,Winnipeg,11,33,Deal 5,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.4,475.1,0,0,12.48,487.58,Stayed,,
74887-MIS,Female,35,No,Mississauga,12,10,Deal 1,No,,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,50.55,3364.55,0,110,0,3474.55,Stayed,,
78121-TOR,Male,33,Yes,Toronto,0,17,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,21.05,113.85,0,0,171.3,285.15,Churned,Attitude,Attitude of support person
99322-HAM,Female,34,Yes,Hamilton,11,10,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.7,5036.3,0,0,2172.17,7208.47,Churned,Competitor,Competitor had better devices
44370-STJ,Female,61,No,St. John's,12,15,Deal 2,Yes,No,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,19.95,1234.8,0,0,2416.68,3651.48,Stayed,,
89415-MON,Female,73,Yes,Montreal,3,23,Deal 4,No,,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,29.3,355.9,0,0,0,355.9,Stayed,,
17308-HAM,Female,59,No,Hamilton,10,12,,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.75,1510.3,0,0,977.13,2487.43,Stayed,,
82027-MIS,Female,60,No,Mississauga,15,25,,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,1982.6,0,0,1568.35,3550.95,Stayed,,
82321-SUR,Female,35,Yes,Surrey,7,32,Deal 2,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.2,4524.05,0,0,233.82,4757.87,Stayed,,
84842-RIC,Female,61,Yes,Richmond,9,20,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,95.45,0,0,5.59,101.04,Churned,Competitor,Competitor had better devices
59949-VAN,Female,39,Yes,Vancouver,7,10,Deal 5,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,63.95,318.1,0,0,69.8,387.9,Stayed,,
28452-MIS,Male,60,Yes,Mississauga,8,34,,Yes,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65.35,1231.85,0,60,794.01,2085.86,Stayed,,
41986-WHI,Male,30,No,Whitehorse,11,30,,No,,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,50.2,2554,27.01,0,0,2526.99,Stayed,,
15658-HAL,Female,56,No,Halifax,8,33,,No,,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.8,4684.3,0,0,0,4684.3,Stayed,,
28367-CAL,Female,49,Yes,Calgary,9,23,,Yes,No,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.05,614.45,9.73,0,477.12,1081.84,Stayed,,
67882-KEL,Female,43,Yes,Kelowna,2,8,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,842.9,0,0,135.04,977.94,Churned,Competitor,Competitor made better offer
97824-MCT,Female,38,Yes,Moncton,11,15,Deal 2,Yes,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,65,2531.8,0,140,1539.55,4211.35,Stayed,,
63437-TOR,Female,34,Yes,Toronto,12,16,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.25,86.05,0,0,105.05,191.1,Stayed,,
83900-HAM,Female,55,Yes,Hamilton,2,31,,No,,Yes,DSL,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,36.05,402.6,0,100,0,502.6,Stayed,,
46172-THU,Male,60,Yes,Thunder Bay,1,20,,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,453.4,0,0,155.45,608.85,Churned,Competitor,Competitor made better offer
52174-MIS,Female,64,No,Mississauga,7,5,Deal 4,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.05,326.65,0,0,664.16,990.81,Stayed,,
68783-KEL,Female,76,No,Kelowna,6,23,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,105.75,7382.85,0,0,433.1,7815.95,Stayed,,
59509-BRA,Male,27,No,Brampton,5,20,,No,,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,40.4,422.6,0,0,0,422.6,Stayed,,
43887-TOR,Female,62,Yes,Toronto,4,27,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,6010.05,0,0,3009.13,9019.18,Churned,Dissatisfaction,Service dissatisfaction
57878-TOR,Female,54,No,Toronto,13,33,,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.8,6046.1,0,0,1637.26,7683.36,Stayed,,
18160-VAN,Male,54,No,Vancouver,13,5,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.85,178.8,0,0,366.66,545.46,Stayed,,
49879-MIS,Female,65,No,Mississauga,13,32,,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.45,314.6,0,0,234.96,549.56,Stayed,,
87436-CAL,Female,60,Yes,Calgary,4,26,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.8,2274.35,0,50,990.34,3314.69,Churned,Dissatisfaction,Service dissatisfaction
78962-CAL,Male,34,Yes,Calgary,7,6,Deal 5,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55.15,322.9,0,0,41.88,364.78,Stayed,,
75305-VAN,Male,57,No,Vancouver,9,28,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.8,888.75,0,0,336.27,1225.02,Stayed,,
44755-YEL,Female,28,Yes,Yellowknife,9,19,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.55,80.55,0,0,43.67,124.22,Churned,Competitor,Competitor had better devices
36995-CAL,Female,36,No,Calgary,0,33,,Yes,No,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.15,973.35,0,0,138.18,1111.53,Stayed,,
82129-YEL,Female,26,No,Yellowknife,9,8,Deal 5,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,58.7,168.6,0,0,34.41,203.01,Joined,,
48217-VAN,Female,51,Yes,Vancouver,0,8,Deal 2,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.5,5424.25,0,0,2309.21,7733.46,Stayed,,
56933-TOR,Female,26,No,Toronto,6,32,,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,2331.3,0,0,872.85,3204.15,Churned,Other,Don't know
68194-MIS,Female,60,No,Mississauga,0,23,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.35,89.5,0,0,50.98,140.48,Churned,Competitor,Competitor had better devices
18228-STJ,Female,32,Yes,St. John's,6,21,,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.55,48.55,0,0,11.35,59.9,Churned,Attitude,Attitude of support person
27880-STJ,Male,48,No,St. John's,14,21,,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Credit Card,26.4,121.25,0,0,101.61,222.86,Joined,,
13542-MIS,Male,71,Yes,Mississauga,11,20,,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,6851.65,0,0,1450.44,8302.09,Churned,Competitor,Competitor offered more data
37338-HAL,Male,48,Yes,Halifax,7,9,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.7,740.3,0,80,155.92,976.22,Churned,Competitor,Competitor offered more data
46512-BRA,Male,57,No,Brampton,3,21,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100,3835.55,0,0,674.31,4509.86,Stayed,,
29172-MCT,Female,39,Yes,Moncton,15,34,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1,70.1,0,0,17.37,87.47,Churned,Competitor,Competitor had better devices
52951-HAL,Female,39,No,Halifax,13,25,,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.9,315.3,0,0,90.54,405.84,Churned,Price,Price too high
29736-MON,Male,53,No,Montreal,4,13,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.5,6157.6,0,0,1153.2,7310.8,Stayed,,
34205-MIS,Male,50,No,Mississauga,5,29,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.95,330.15,0,0,85.4,415.55,Churned,Attitude,Attitude of service provider
93684-KEL,Male,82,Yes,Kelowna,1,1,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.35,233.7,0,0,27.66,261.36,Churned,Competitor,Competitor made better offer
68632-KEL,Female,44,No,Kelowna,9,21,,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,66.05,3462.1,44.53,150,1945.9,5513.47,Stayed,,
15714-VAN,Male,38,No,Vancouver,13,24,,No,,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,61.2,4390.25,0,0,0,4390.25,Stayed,,
46547-SAS,Female,65,No,Saskatoon,10,15,Deal 1,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,74.4,5360.75,0,140,379.44,5880.19,Stayed,,
36829-HAM,Female,66,Yes,Hamilton,10,28,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.3,4443.45,0,130,427.63,5001.08,Churned,Price,Price too high
29772-SUR,Male,34,Yes,Surrey,0,11,Deal 2,No,,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,39.6,2424.5,38.46,0,0,2386.04,Stayed,,
69510-KEL,Female,44,No,Kelowna,2,31,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.3,577.6,0,0,15.6,593.2,Churned,Other,Don't know
95958-TOR,Male,24,No,Toronto,3,9,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.9,4854.3,0,0,92,4946.3,Stayed,,
87675-MIS,Female,49,Yes,Mississauga,3,18,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.9,320.45,0,0,41.1,361.55,Stayed,,
59068-KEL,Female,32,No,Kelowna,2,34,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,102.1,5885.4,0,100,203.58,6188.98,Churned,Competitor,Competitor made better offer
43027-HAM,Male,57,Yes,Hamilton,10,19,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.6,426.65,0,0,782.92,1209.57,Stayed,,
41514-MIS,Female,65,No,Mississauga,1,35,Deal 3,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,2911.3,0,0,1486.45,4397.75,Churned,Other,Don't know
56595-VAN,Male,57,Yes,Vancouver,10,4,Deal 4,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.9,521.9,0,0,142.45,664.35,Stayed,,
82770-WIN,Female,79,Yes,Windsor,14,9,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99.9,5706.3,0,0,970.48,6676.78,Stayed,,
95165-SAS,Female,36,Yes,Saskatoon,7,9,Deal 3,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,471.7,0,0,321.75,793.45,Stayed,,
69379-MIS,Female,41,No,Mississauga,5,15,Deal 1,No,,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,-8,4539.6,0,130,0,4669.6,Stayed,,
69775-RIC,Female,44,Yes,Richmond,13,1,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.65,830.25,0,0,1041.2,1871.45,Stayed,,
51415-MON,Male,45,Yes,Montreal,2,21,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,3067.2,0,0,887.76,3954.96,Churned,Attitude,Attitude of service provider
63347-WIN,Male,32,Yes,Winnipeg,13,4,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.85,6263.8,0,0,717.81,6981.61,Stayed,,
83118-TOR,Male,53,No,Toronto,0,3,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.55,1742.5,0,0,171.87,1914.37,Stayed,,
96715-HAM,Male,50,Yes,Hamilton,10,16,Deal 4,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.2,1468.75,0,0,572.22,2040.97,Stayed,,
27946-STJ,Female,48,No,St. John's,12,29,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,91.2,3382.3,0,0,434.01,3816.31,Stayed,,
39764-MIS,Female,39,Yes,Mississauga,5,14,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.35,46.35,0,0,88.68,135.03,Joined,,
21617-REG,Female,61,No,Regina,11,29,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.4,1992.2,0,0,362.32,2354.52,Stayed,,
71454-VAN,Male,38,Yes,Vancouver,2,35,Deal 5,No,,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,39.55,373,0,0,0,373,Stayed,,
